ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MANTENIMIENTO_ID,NIVEL_ESCALAMIENTO,TIEMPO_RESOLUCION
9809,vandalismo,2024-04-27T00:00:00.000000Z,abierta,['681-58-2466'],['mnt-06086'],bajo,9809-ESTADO-abierta
9810,mal funcionamiento,2024-03-31T00:00:00.000000Z,abierta,['496-57-5968'],['mnt-08186'],alto,9810-ESTADO-abierta
9811,rotura,2024-10-05T00:00:00.000000Z,abierta,['533-75-4757'],"['mnt-11379', 'mnt-12738']",medio,9811-ESTADO-abierta
9812,rotura,2024-04-14T00:00:00.000000Z,abierta,['709-57-4578'],['mnt-05263'],medio,9812-ESTADO-abierta
9813,desgaste,2023-12-28T00:00:00.000000Z,abierta,['118-44-2449'],['mnt-01828'],muy alto,9813-ESTADO-abierta
9814,mal funcionamiento,2024-03-03T00:00:00.000000Z,cerrada,['192-80-7940'],"['mnt-01665', 'mnt-08724']",alto,80
9815,desgaste,2024-05-08T00:00:00.000000Z,cerrada,['018-99-5030'],['mnt-05716'],muy alto,136
9816,mal funcionamiento,2024-07-22T00:00:00.000000Z,abierta,['693-28-5928'],"['mnt-01318', 'mnt-08919']",alto,9816-ESTADO-abierta
9817,mal funcionamiento,2024-03-19T00:00:00.000000Z,cerrada,['821-21-6395'],['mnt-09649'],alto,132
9818,mal funcionamiento,2024-01-02T00:00:00.000000Z,cerrada,['151-22-3593'],['mnt-11189'],alto,16
9819,vandalismo,2023-10-20T00:00:00.000000Z,cerrada,['566-86-2247'],['mnt-11994'],bajo,51
9820,desgaste,2024-04-12T00:00:00.000000Z,cerrada,['743-26-3181'],['mnt-05881'],muy alto,1
9821,vandalismo,2023-10-25T00:00:00.000000Z,abierta,['665-91-3119'],['mnt-13656'],bajo,9821-ESTADO-abierta
9822,rotura,2024-02-07T00:00:00.000000Z,cerrada,['849-94-7091'],['mnt-08373'],medio,244
9823,mal funcionamiento,2023-11-29T00:00:00.000000Z,cerrada,['321-75-7954'],['mnt-09817'],alto,291
9824,mal funcionamiento,2024-02-21T00:00:00.000000Z,cerrada,['541-41-0504'],"['mnt-03347', 'mnt-12125']",alto,217
9825,rotura,2024-08-24T00:00:00.000000Z,cerrada,['336-13-6225'],['mnt-03433'],medio,219
9826,rotura,2024-04-04T00:00:00.000000Z,cerrada,['675-68-4968'],['mnt-13822'],medio,127
9827,desgaste,2024-09-21T00:00:00.000000Z,cerrada,['197-89-9817'],"['mnt-07462', 'mnt-13892']",muy alto,6
9828,rotura,2024-03-29T00:00:00.000000Z,abierta,['549-37-3293'],"['mnt-05131', 'mnt-06663', 'mnt-10454']",medio,9828-ESTADO-abierta
9829,mal funcionamiento,2023-12-14T00:00:00.000000Z,cerrada,['291-48-1153'],['mnt-01445'],alto,233
9830,vandalismo,2023-10-21T00:00:00.000000Z,abierta,['863-79-8795'],['mnt-04102'],bajo,9830-ESTADO-abierta
9831,rotura,2024-05-06T00:00:00.000000Z,cerrada,['020-52-3744'],['mnt-12225'],medio,111
9832,desgaste,2024-03-01T00:00:00.000000Z,cerrada,['166-71-7893'],"['mnt-06098', 'mnt-12897']",muy alto,59
9833,vandalismo,2024-03-10T00:00:00.000000Z,abierta,['855-18-8611'],['mnt-08812'],bajo,9833-ESTADO-abierta
9834,vandalismo,2023-11-24T00:00:00.000000Z,cerrada,['307-66-4376'],['mnt-08388'],bajo,319
9835,vandalismo,2024-07-10T00:00:00.000000Z,cerrada,['153-29-2209'],['mnt-13487'],bajo,15
9836,vandalismo,2024-06-04T00:00:00.000000Z,abierta,['860-62-1039'],['mnt-12333'],bajo,9836-ESTADO-abierta
9837,rotura,2024-08-21T00:00:00.000000Z,abierta,['927-65-7090'],"['mnt-00641', 'mnt-08940']",medio,9837-ESTADO-abierta
9838,rotura,2024-09-04T00:00:00.000000Z,abierta,['513-25-2401'],['mnt-06373'],medio,9838-ESTADO-abierta
9839,rotura,2024-08-25T00:00:00.000000Z,cerrada,['969-20-4485'],['mnt-09036'],medio,119
9840,rotura,2024-10-10T00:00:00.000000Z,cerrada,['720-30-0348'],['mnt-04621'],medio,266
9841,mal funcionamiento,2024-08-01T00:00:00.000000Z,abierta,['447-55-9758'],['mnt-01152'],alto,9841-ESTADO-abierta
9842,desgaste,2023-04-11T00:00:00.000000Z,abierta,['831-52-1925'],['mnt-11852'],muy alto,9842-ESTADO-abierta
9843,desgaste,2024-08-10T00:00:00.000000Z,cerrada,['527-08-3973'],['mnt-10963'],muy alto,177
9844,mal funcionamiento,2023-10-28T00:00:00.000000Z,abierta,['015-33-3443'],['mnt-03916'],alto,9844-ESTADO-abierta
9845,vandalismo,2024-01-26T00:00:00.000000Z,abierta,['988-16-4121'],['mnt-02525'],bajo,9845-ESTADO-abierta
9846,mal funcionamiento,2024-04-05T00:00:00.000000Z,abierta,['153-29-2209'],['mnt-13059'],alto,9846-ESTADO-abierta
9847,mal funcionamiento,2024-09-18T00:00:00.000000Z,abierta,['850-92-5459'],['mnt-11744'],alto,9847-ESTADO-abierta
9848,mal funcionamiento,2024-01-23T00:00:00.000000Z,abierta,['782-33-5851'],['mnt-06901'],alto,9848-ESTADO-abierta
9849,mal funcionamiento,2024-07-25T00:00:00.000000Z,abierta,['798-13-4063'],"['mnt-02506', 'mnt-08275']",alto,9849-ESTADO-abierta
9850,rotura,2024-10-03T00:00:00.000000Z,abierta,['746-00-8945'],['mnt-00875'],medio,9850-ESTADO-abierta
9851,mal funcionamiento,2024-07-07T00:00:00.000000Z,cerrada,['615-37-2279'],['mnt-08391'],alto,180
9852,rotura,2024-08-02T00:00:00.000000Z,cerrada,['113-84-8698'],['mnt-13866'],medio,226
9853,mal funcionamiento,2024-05-05T00:00:00.000000Z,cerrada,['426-36-1185'],"['mnt-07625', 'mnt-08498']",alto,72
9854,vandalismo,2024-02-16T00:00:00.000000Z,abierta,['113-80-2772'],['mnt-08721'],bajo,9854-ESTADO-abierta
9855,mal funcionamiento,2024-04-27T00:00:00.000000Z,abierta,['909-83-5987'],"['mnt-04854', 'mnt-09858']",alto,9855-ESTADO-abierta
9856,vandalismo,2024-08-25T00:00:00.000000Z,cerrada,['229-13-6806'],['mnt-09101'],bajo,123
9857,rotura,2024-04-05T00:00:00.000000Z,abierta,['595-53-5170'],"['mnt-08406', 'mnt-09228', 'mnt-10737']",medio,9857-ESTADO-abierta
9858,desgaste,2023-11-05T00:00:00.000000Z,cerrada,['372-25-5627'],"['mnt-02371', 'mnt-06155']",muy alto,286
9859,vandalismo,2024-02-16T00:00:00.000000Z,cerrada,['785-35-7367'],['mnt-09243'],bajo,2
9860,vandalismo,2024-07-16T00:00:00.000000Z,abierta,['696-23-4863'],['mnt-02765'],bajo,9860-ESTADO-abierta
9861,mal funcionamiento,2024-01-20T00:00:00.000000Z,abierta,['677-28-4853'],['mnt-00247'],alto,9861-ESTADO-abierta
9862,vandalismo,2024-03-13T00:00:00.000000Z,cerrada,['586-18-5374'],['mnt-00640'],bajo,55
9863,desgaste,2024-05-19T00:00:00.000000Z,abierta,['432-49-8930'],['mnt-00647'],muy alto,9863-ESTADO-abierta
9864,rotura,2024-10-06T00:00:00.000000Z,abierta,['425-77-4526'],['mnt-03645'],medio,9864-ESTADO-abierta
9865,mal funcionamiento,2024-02-28T00:00:00.000000Z,abierta,['764-81-8399'],['mnt-08798'],alto,9865-ESTADO-abierta
9866,desgaste,2023-10-17T00:00:00.000000Z,cerrada,['643-46-9320'],"['mnt-02156', 'mnt-13193']",muy alto,290
9867,mal funcionamiento,2024-05-07T00:00:00.000000Z,cerrada,['232-31-7274'],"['mnt-04807', 'mnt-08598']",alto,82
9868,mal funcionamiento,2024-05-28T00:00:00.000000Z,cerrada,['684-28-2356'],"['mnt-02114', 'mnt-06099']",alto,8
9869,desgaste,2024-03-04T00:00:00.000000Z,cerrada,['913-21-6536'],['mnt-07012'],muy alto,0
9870,vandalismo,2024-08-27T00:00:00.000000Z,abierta,['899-03-5669'],['mnt-09497'],bajo,9870-ESTADO-abierta
9871,rotura,2024-04-25T00:00:00.000000Z,cerrada,['063-88-0706'],['mnt-01320'],medio,72
9872,rotura,2024-09-21T00:00:00.000000Z,cerrada,['783-77-3189'],"['mnt-01604', 'mnt-01755', 'mnt-03439', 'mnt-03691']",medio,40
9873,vandalismo,2024-03-22T00:00:00.000000Z,cerrada,['295-89-7242'],"['mnt-09738', 'mnt-13164']",bajo,48
9874,vandalismo,2023-12-29T00:00:00.000000Z,abierta,['276-13-1786'],['mnt-14135'],bajo,9874-ESTADO-abierta
9875,vandalismo,2024-04-30T00:00:00.000000Z,abierta,['486-49-1713'],['mnt-07994'],bajo,9875-ESTADO-abierta
9876,vandalismo,2024-08-15T00:00:00.000000Z,cerrada,['822-95-5728'],['mnt-02659'],bajo,11
9877,rotura,2024-08-30T00:00:00.000000Z,cerrada,['608-00-1013'],['mnt-02756'],medio,248
9878,desgaste,2024-06-27T00:00:00.000000Z,cerrada,['855-26-7639'],['mnt-12242'],muy alto,96
9879,rotura,2024-09-19T00:00:00.000000Z,abierta,['065-74-3739'],['mnt-03088'],medio,9879-ESTADO-abierta
9880,mal funcionamiento,2024-08-04T00:00:00.000000Z,cerrada,['436-10-1935'],"['mnt-05462', 'mnt-05831', 'mnt-10856']",alto,14
9881,rotura,2023-12-08T00:00:00.000000Z,cerrada,['780-24-0390'],['mnt-03889'],medio,298
9882,vandalismo,2024-07-16T00:00:00.000000Z,cerrada,['390-42-0141'],['mnt-07537'],bajo,141
9883,rotura,2024-03-11T00:00:00.000000Z,abierta,['855-54-4622'],['mnt-10909'],medio,9883-ESTADO-abierta
9884,vandalismo,2024-02-10T00:00:00.000000Z,abierta,['681-76-1685'],['mnt-10503'],bajo,9884-ESTADO-abierta
9885,desgaste,2024-06-22T00:00:00.000000Z,abierta,['859-93-4730'],['mnt-07163'],muy alto,9885-ESTADO-abierta
9886,vandalismo,2023-10-28T00:00:00.000000Z,cerrada,['575-30-1641'],['mnt-13650'],bajo,339
9887,vandalismo,2024-08-30T00:00:00.000000Z,cerrada,['488-97-7898'],['mnt-07394'],bajo,283
9888,mal funcionamiento,2024-09-20T00:00:00.000000Z,abierta,['983-85-4334'],['mnt-12929'],alto,9888-ESTADO-abierta
9889,vandalismo,2024-01-04T00:00:00.000000Z,cerrada,['849-48-4809'],['mnt-09756'],bajo,224
9890,mal funcionamiento,2024-07-23T00:00:00.000000Z,abierta,['151-41-1474'],"['mnt-04310', 'mnt-12772', 'mnt-14497']",alto,9890-ESTADO-abierta
9891,rotura,2023-12-01T00:00:00.000000Z,abierta,['263-97-3043'],"['mnt-01422', 'mnt-05948']",medio,9891-ESTADO-abierta
9892,vandalismo,2024-03-01T00:00:00.000000Z,cerrada,['338-44-4853'],['mnt-01008'],bajo,19
9893,rotura,2024-07-09T00:00:00.000000Z,cerrada,['611-33-6101'],['mnt-00757'],medio,26
9894,vandalismo,2023-11-30T00:00:00.000000Z,cerrada,['309-71-8126'],['mnt-14226'],bajo,167
9895,vandalismo,2024-06-18T00:00:00.000000Z,abierta,['242-19-0191'],"['mnt-12889', 'mnt-13626']",bajo,9895-ESTADO-abierta
9896,rotura,2023-12-02T00:00:00.000000Z,cerrada,['971-66-2166'],"['mnt-09203', 'mnt-10743']",medio,131
9897,vandalismo,2024-09-13T00:00:00.000000Z,abierta,['943-01-0737'],['mnt-14174'],bajo,9897-ESTADO-abierta
9898,mal funcionamiento,2024-07-18T00:00:00.000000Z,abierta,['609-32-1841'],['mnt-12182'],alto,9898-ESTADO-abierta
9899,rotura,2024-04-21T00:00:00.000000Z,cerrada,['938-87-2822'],['mnt-12645'],medio,166
9900,desgaste,2023-11-27T00:00:00.000000Z,abierta,['487-07-5953'],['mnt-08935'],muy alto,9900-ESTADO-abierta
9901,mal funcionamiento,2024-08-06T00:00:00.000000Z,cerrada,['203-01-8534'],['mnt-06265'],alto,189
9902,vandalismo,2024-02-17T00:00:00.000000Z,abierta,['444-70-9484'],['mnt-06876'],bajo,9902-ESTADO-abierta
9903,mal funcionamiento,2024-01-03T00:00:00.000000Z,cerrada,['472-06-4454'],['mnt-11288'],alto,38
9904,rotura,2024-02-11T00:00:00.000000Z,abierta,['584-73-5142'],['mnt-06779'],medio,9904-ESTADO-abierta
9905,rotura,2024-01-15T00:00:00.000000Z,cerrada,['362-20-2362'],['mnt-08436'],medio,68
9906,rotura,2024-05-13T00:00:00.000000Z,cerrada,['039-83-1833'],"['mnt-04863', 'mnt-11273', 'mnt-13669', 'mnt-14940']",medio,135
9907,mal funcionamiento,2024-07-10T00:00:00.000000Z,cerrada,['674-45-2059'],['mnt-00760'],alto,47
9908,rotura,2024-05-30T00:00:00.000000Z,cerrada,['555-73-3685'],['mnt-08079'],medio,96
9909,desgaste,2024-02-02T00:00:00.000000Z,abierta,['743-07-6297'],['mnt-03637'],muy alto,9909-ESTADO-abierta
9910,rotura,2024-01-22T00:00:00.000000Z,abierta,['157-54-5781'],['mnt-14682'],medio,9910-ESTADO-abierta
9911,mal funcionamiento,2023-10-29T00:00:00.000000Z,cerrada,['786-16-3738'],['mnt-07874'],alto,234
9912,desgaste,2024-10-03T00:00:00.000000Z,abierta,['768-45-2762'],['mnt-08229'],muy alto,9912-ESTADO-abierta
9913,desgaste,2023-10-15T00:00:00.000000Z,abierta,['682-09-9738'],"['mnt-01351', 'mnt-06414', 'mnt-09216']",muy alto,9913-ESTADO-abierta
9914,mal funcionamiento,2023-12-22T00:00:00.000000Z,abierta,['224-46-0448'],['mnt-04229'],alto,9914-ESTADO-abierta
9915,vandalismo,2023-10-16T00:00:00.000000Z,cerrada,['870-54-8063'],['mnt-04268'],bajo,271
9916,rotura,2023-12-02T00:00:00.000000Z,abierta,['472-06-4454'],['mnt-05031'],medio,9916-ESTADO-abierta
9917,vandalismo,2023-10-22T00:00:00.000000Z,cerrada,['554-02-1293'],['mnt-02415'],bajo,42
9918,desgaste,2024-04-13T00:00:00.000000Z,cerrada,['159-40-9669'],['mnt-07820'],muy alto,1
9919,vandalismo,2024-10-10T00:00:00.000000Z,cerrada,['517-10-9457'],['mnt-14311'],bajo,179
9920,vandalismo,2024-08-25T00:00:00.000000Z,abierta,['382-42-7539'],['mnt-01012'],bajo,9920-ESTADO-abierta
9921,vandalismo,2024-05-11T00:00:00.000000Z,cerrada,['132-15-4038'],['mnt-05922'],bajo,146
9922,vandalismo,2024-05-25T00:00:00.000000Z,abierta,['699-56-3810'],['mnt-01839'],bajo,9922-ESTADO-abierta
9923,mal funcionamiento,2023-12-24T00:00:00.000000Z,cerrada,['592-79-8728'],['mnt-08355'],alto,45
9924,desgaste,2024-05-23T00:00:00.000000Z,abierta,['155-13-8200'],"['mnt-12268', 'mnt-13666']",muy alto,9924-ESTADO-abierta
9925,mal funcionamiento,2024-03-17T00:00:00.000000Z,abierta,['379-41-2828'],['mnt-05826'],alto,9925-ESTADO-abierta
9926,vandalismo,2024-08-27T00:00:00.000000Z,abierta,['727-86-1610'],"['mnt-02304', 'mnt-04738']",bajo,9926-ESTADO-abierta
9927,rotura,2024-01-30T00:00:00.000000Z,abierta,['096-01-7879'],['mnt-07478'],medio,9927-ESTADO-abierta
9928,mal funcionamiento,2024-09-07T00:00:00.000000Z,abierta,['204-05-3358'],"['mnt-13442', 'mnt-13969']",alto,9928-ESTADO-abierta
9929,desgaste,2024-12-07T00:00:00.000000Z,cerrada,['918-97-6649'],"['mnt-06424', 'mnt-06726']",muy alto,73
9930,vandalismo,2024-05-05T00:00:00.000000Z,abierta,['631-92-0423'],"['mnt-12268', 'mnt-13666']",bajo,9930-ESTADO-abierta
9931,desgaste,2023-12-29T00:00:00.000000Z,cerrada,['363-92-8806'],['mnt-07446'],muy alto,226
9932,rotura,2024-09-22T00:00:00.000000Z,abierta,['423-14-2810'],['mnt-06778'],medio,9932-ESTADO-abierta
9933,desgaste,2024-08-16T00:00:00.000000Z,abierta,['882-44-5658'],"['mnt-02862', 'mnt-10868', 'mnt-14851']",muy alto,9933-ESTADO-abierta
9934,rotura,2023-10-16T00:00:00.000000Z,abierta,['012-50-7476'],['mnt-12686'],medio,9934-ESTADO-abierta
9935,vandalismo,2024-01-13T00:00:00.000000Z,abierta,['977-75-7712'],['mnt-12274'],bajo,9935-ESTADO-abierta
9936,desgaste,2024-02-29T00:00:00.000000Z,cerrada,['417-80-3525'],['mnt-02860'],muy alto,18
9937,mal funcionamiento,2024-07-06T00:00:00.000000Z,abierta,['463-54-6968'],['mnt-08660'],alto,9937-ESTADO-abierta
9938,vandalismo,2024-01-23T00:00:00.000000Z,cerrada,['609-74-9692'],['mnt-09970'],bajo,228
9939,mal funcionamiento,2024-08-14T00:00:00.000000Z,cerrada,['104-52-5427'],['mnt-00709'],alto,283
9940,desgaste,2024-07-28T00:00:00.000000Z,cerrada,['413-59-4376'],"['mnt-00037', 'mnt-04327']",muy alto,134
9941,desgaste,2024-02-08T00:00:00.000000Z,abierta,['740-82-8577'],['mnt-12892'],muy alto,9941-ESTADO-abierta
9942,desgaste,2024-08-29T00:00:00.000000Z,cerrada,['386-78-8491'],['mnt-10300'],muy alto,129
9943,rotura,2023-11-15T00:00:00.000000Z,abierta,['175-85-8818'],"['mnt-09810', 'mnt-13566']",medio,9943-ESTADO-abierta
9944,mal funcionamiento,2024-04-14T00:00:00.000000Z,cerrada,['159-82-3119'],['mnt-09187'],alto,131
9945,vandalismo,2024-09-28T00:00:00.000000Z,cerrada,['098-88-1421'],['mnt-09825'],bajo,203
9946,rotura,2024-06-20T00:00:00.000000Z,abierta,['691-46-8188'],"['mnt-04850', 'mnt-08587']",medio,9946-ESTADO-abierta
9947,mal funcionamiento,2024-10-09T00:00:00.000000Z,abierta,['892-90-9066'],['mnt-12204'],alto,9947-ESTADO-abierta
9948,desgaste,2024-04-03T00:00:00.000000Z,cerrada,['722-68-2700'],['mnt-14428'],muy alto,47
9949,vandalismo,2024-08-02T00:00:00.000000Z,cerrada,['224-15-3272'],['mnt-04181'],bajo,14
9950,mal funcionamiento,2024-05-25T00:00:00.000000Z,cerrada,['624-13-0761'],['mnt-06423'],alto,82
9951,rotura,2023-12-07T00:00:00.000000Z,cerrada,['348-54-1216'],"['mnt-04276', 'mnt-05551']",medio,304
9952,desgaste,2024-01-10T00:00:00.000000Z,abierta,['259-25-4485'],['mnt-02613'],muy alto,9952-ESTADO-abierta
9953,rotura,2024-07-22T00:00:00.000000Z,cerrada,['120-81-6574'],['mnt-06951'],medio,167
9954,desgaste,2024-04-17T00:00:00.000000Z,abierta,['235-03-4422'],['mnt-04538'],muy alto,9954-ESTADO-abierta
9955,mal funcionamiento,2024-06-18T00:00:00.000000Z,cerrada,['099-35-1380'],['mnt-00890'],alto,122
9956,desgaste,2024-02-19T00:00:00.000000Z,abierta,['535-63-3604'],['mnt-03317'],muy alto,9956-ESTADO-abierta
9957,mal funcionamiento,2024-01-30T00:00:00.000000Z,abierta,['981-24-9643'],['mnt-07956'],alto,9957-ESTADO-abierta
9958,desgaste,2024-10-10T00:00:00.000000Z,abierta,['094-41-8024'],['mnt-11472'],muy alto,9958-ESTADO-abierta
9959,vandalismo,2024-04-18T00:00:00.000000Z,abierta,['136-13-9638'],['mnt-03063'],bajo,9959-ESTADO-abierta
9960,vandalismo,2024-02-14T00:00:00.000000Z,abierta,['834-83-1119'],['mnt-13387'],bajo,9960-ESTADO-abierta
9961,rotura,2023-12-07T00:00:00.000000Z,abierta,['286-47-0896'],"['mnt-04441', 'mnt-10606']",medio,9961-ESTADO-abierta
9962,rotura,2023-12-03T00:00:00.000000Z,abierta,['985-48-7420'],['mnt-07966'],medio,9962-ESTADO-abierta
9963,vandalismo,2024-08-10T00:00:00.000000Z,abierta,['110-18-1254'],['mnt-08524'],bajo,9963-ESTADO-abierta
9964,vandalismo,2023-11-26T00:00:00.000000Z,cerrada,['687-02-5672'],"['mnt-02853', 'mnt-10753']",bajo,138
9965,rotura,2024-05-26T00:00:00.000000Z,abierta,['762-94-3000'],['mnt-01941'],medio,9965-ESTADO-abierta
9966,vandalismo,2024-03-23T00:00:00.000000Z,cerrada,['593-43-1538'],['mnt-03630'],bajo,144
9967,mal funcionamiento,2024-06-25T00:00:00.000000Z,abierta,['431-45-8281'],"['mnt-01398', 'mnt-01789']",alto,9967-ESTADO-abierta
9968,vandalismo,2024-03-14T00:00:00.000000Z,cerrada,['816-16-3004'],"['mnt-04171', 'mnt-04996', 'mnt-12563']",bajo,196
9969,rotura,2024-02-29T00:00:00.000000Z,abierta,['291-76-0614'],['mnt-08518'],medio,9969-ESTADO-abierta
9970,desgaste,2024-02-07T00:00:00.000000Z,cerrada,['629-57-8670'],['mnt-07265'],muy alto,34
9971,desgaste,2023-11-27T00:00:00.000000Z,cerrada,['718-02-1042'],"['mnt-01499', 'mnt-02004']",muy alto,100
9972,rotura,2023-11-27T00:00:00.000000Z,cerrada,['771-96-6713'],['mnt-02751'],medio,28
9973,rotura,2024-05-09T00:00:00.000000Z,abierta,['714-69-6089'],"['mnt-02247', 'mnt-04751', 'mnt-09770']",medio,9973-ESTADO-abierta
9974,rotura,2024-02-29T00:00:00.000000Z,cerrada,['366-49-5826'],['mnt-14852'],medio,52
9975,desgaste,2023-11-01T00:00:00.000000Z,cerrada,['712-25-7535'],['mnt-14249'],muy alto,317
9976,mal funcionamiento,2023-11-23T00:00:00.000000Z,abierta,['824-19-5052'],['mnt-10455'],alto,9976-ESTADO-abierta
9977,rotura,2024-02-05T00:00:00.000000Z,cerrada,['104-61-6034'],['mnt-01551'],medio,83
9978,rotura,2024-06-21T00:00:00.000000Z,cerrada,['099-90-3855'],['mnt-07260'],medio,235
9979,mal funcionamiento,2024-03-09T00:00:00.000000Z,cerrada,['593-35-0736'],['mnt-09872'],alto,139
9980,desgaste,2024-06-20T00:00:00.000000Z,cerrada,['277-82-9792'],['mnt-11787'],muy alto,135
9981,desgaste,2024-08-07T00:00:00.000000Z,cerrada,['689-04-0651'],['mnt-01072'],muy alto,245
9982,vandalismo,2023-11-22T00:00:00.000000Z,abierta,['874-35-1723'],['mnt-02121'],bajo,9982-ESTADO-abierta
9983,desgaste,2024-03-17T00:00:00.000000Z,abierta,['717-58-3645'],['mnt-08751'],muy alto,9983-ESTADO-abierta
9984,desgaste,2024-04-14T00:00:00.000000Z,abierta,['739-94-5911'],"['mnt-00624', 'mnt-07396', 'mnt-10083']",muy alto,9984-ESTADO-abierta
9985,rotura,2024-09-08T00:00:00.000000Z,cerrada,['829-18-7648'],['mnt-10433'],medio,50
9986,desgaste,2024-05-16T00:00:00.000000Z,cerrada,['779-78-9887'],"['mnt-01129', 'mnt-02517']",muy alto,21
9987,desgaste,2024-01-29T00:00:00.000000Z,abierta,['636-39-2237'],['mnt-03750'],muy alto,9987-ESTADO-abierta
9988,vandalismo,2024-07-13T00:00:00.000000Z,cerrada,['602-87-2036'],['mnt-13909'],bajo,8
9989,mal funcionamiento,2024-01-04T00:00:00.000000Z,abierta,['992-17-3314'],['mnt-08915'],alto,9989-ESTADO-abierta
9990,rotura,2024-07-13T00:00:00.000000Z,cerrada,['606-67-4971'],"['mnt-01266', 'mnt-13394']",medio,82
9991,mal funcionamiento,2024-09-23T00:00:00.000000Z,abierta,['008-82-6876'],"['mnt-09078', 'mnt-11931']",alto,9991-ESTADO-abierta
9992,mal funcionamiento,2024-09-21T00:00:00.000000Z,abierta,['375-01-0537'],['mnt-07919'],alto,9992-ESTADO-abierta
9993,vandalismo,2024-05-26T00:00:00.000000Z,abierta,['419-84-0495'],['mnt-12605'],bajo,9993-ESTADO-abierta
9994,mal funcionamiento,2024-07-10T00:00:00.000000Z,cerrada,['349-19-3198'],['mnt-03030'],alto,33
9995,rotura,2024-07-22T00:00:00.000000Z,abierta,['342-12-9340'],['mnt-04657'],medio,9995-ESTADO-abierta
9996,vandalismo,2023-10-17T00:00:00.000000Z,cerrada,['225-42-2133'],['mnt-08751'],bajo,122
9997,mal funcionamiento,2024-09-11T00:00:00.000000Z,cerrada,['864-08-4233'],"['mnt-10919', 'mnt-11258']",alto,17
9998,mal funcionamiento,2024-04-04T00:00:00.000000Z,cerrada,['812-57-5305'],['mnt-11733'],alto,137
9999,mal funcionamiento,2024-07-17T00:00:00.000000Z,abierta,['120-17-2218'],['mnt-00434'],alto,9999-ESTADO-abierta
10000,vandalismo,2024-09-28T00:00:00.000000Z,abierta,['963-84-6398'],['mnt-06483'],bajo,10000-ESTADO-abierta
10001,vandalismo,2023-11-06T00:00:00.000000Z,cerrada,['899-86-1350'],['mnt-03739'],bajo,59
10002,mal funcionamiento,2024-07-18T00:00:00.000000Z,cerrada,['990-20-0548'],"['mnt-06632', 'mnt-09170']",alto,18
10003,rotura,2024-03-25T00:00:00.000000Z,abierta,['424-24-7008'],['mnt-03899'],medio,10003-ESTADO-abierta
10004,desgaste,2024-07-02T00:00:00.000000Z,cerrada,['808-65-2576'],['mnt-00894'],muy alto,174
10005,mal funcionamiento,2024-03-06T00:00:00.000000Z,cerrada,['122-63-4873'],['mnt-02809'],alto,115
10006,rotura,2023-11-16T00:00:00.000000Z,abierta,['078-86-1962'],['mnt-02421'],medio,10006-ESTADO-abierta
10007,vandalismo,2024-07-04T00:00:00.000000Z,abierta,['897-13-6722'],['mnt-03050'],bajo,10007-ESTADO-abierta
10008,vandalismo,2023-10-16T00:00:00.000000Z,cerrada,['003-25-0298'],['mnt-00451'],bajo,363
10009,mal funcionamiento,2024-05-01T00:00:00.000000Z,abierta,['796-07-0042'],['mnt-06152'],alto,10009-ESTADO-abierta
10010,mal funcionamiento,2024-09-10T00:00:00.000000Z,cerrada,['916-97-4606'],['mnt-05229'],alto,189
10011,desgaste,2023-10-29T00:00:00.000000Z,abierta,['172-51-8192'],['mnt-09681'],muy alto,10011-ESTADO-abierta
10012,desgaste,2024-05-07T00:00:00.000000Z,cerrada,['081-68-6730'],"['mnt-12293', 'mnt-13488']",muy alto,143
10013,rotura,2024-05-31T00:00:00.000000Z,abierta,['450-06-2508'],['mnt-02317'],medio,10013-ESTADO-abierta
10014,desgaste,2024-04-05T00:00:00.000000Z,abierta,['175-67-0449'],['mnt-07404'],muy alto,10014-ESTADO-abierta
10015,mal funcionamiento,2024-03-21T00:00:00.000000Z,cerrada,['297-22-4917'],['mnt-08248'],alto,130
10016,desgaste,2024-01-02T00:00:00.000000Z,cerrada,['710-78-0809'],"['mnt-00977', 'mnt-01148']",muy alto,141
10017,rotura,2023-11-24T00:00:00.000000Z,cerrada,['473-06-2525'],['mnt-14732'],medio,306
10018,mal funcionamiento,2024-05-07T00:00:00.000000Z,cerrada,['351-27-5254'],['mnt-09172'],alto,123
10019,rotura,2023-12-20T00:00:00.000000Z,abierta,['975-79-9239'],['mnt-08907'],medio,10019-ESTADO-abierta
10020,mal funcionamiento,2023-11-21T00:00:00.000000Z,abierta,['577-32-6026'],['mnt-12585'],alto,10020-ESTADO-abierta
10021,rotura,2024-02-02T00:00:00.000000Z,abierta,['302-82-6972'],['mnt-12419'],medio,10021-ESTADO-abierta
10022,mal funcionamiento,2023-12-17T00:00:00.000000Z,abierta,['976-90-5556'],['mnt-12042'],alto,10022-ESTADO-abierta
10023,desgaste,2024-12-02T00:00:00.000000Z,cerrada,['908-32-3982'],['mnt-13042'],muy alto,386
10024,rotura,2024-02-10T00:00:00.000000Z,cerrada,['984-90-6560'],['mnt-06442'],medio,197
10025,desgaste,2024-09-30T00:00:00.000000Z,abierta,['091-11-1706'],['mnt-04056'],muy alto,10025-ESTADO-abierta
10026,mal funcionamiento,2024-04-21T00:00:00.000000Z,abierta,['238-55-0294'],['mnt-11808'],alto,10026-ESTADO-abierta
10027,mal funcionamiento,2023-11-08T00:00:00.000000Z,cerrada,['215-38-4429'],['mnt-02079'],alto,45
